n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,classic,4,5,cupy,6.2099740817997375,0.017447995108454656
5000,50,10,5,classic,4,5,cupy,6.230882063801983,0.010152905644960209
5000,100,10,5,classic,4,5,cupy,6.252140976999362,0.011064325622222208
5000,500,10,5,classic,4,5,cupy,6.322479375801049,0.058213659567010995
5000,1000,10,5,classic,4,5,cupy,6.381118767600856,0.07025411511169583
