n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,10,3,classic,4,5,cdist,5.091300134197809,0.1887089385298156
5000,100,10,5,classic,4,5,cdist,7.55428337919584,0.1426133228607218
5000,100,10,7,classic,4,5,cdist,10.19975130459934,0.05252703052323137
5000,100,10,10,classic,4,5,cdist,14.074689897996723,0.12349163934538748
