n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,10,3,joblib,4,5,cupy,1.6195777087996248,0.042614308143952735
5000,100,10,5,joblib,4,5,cupy,2.2964653642018673,0.017956274180228222
5000,100,10,7,joblib,4,5,cupy,2.9931571225999507,0.04610251816999626
5000,100,10,10,joblib,4,5,cupy,4.144250952800212,0.09838158518005459
