n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,joblib,4,5,cdist,2.4382408332050547,0.13123416942159427
5000,50,10,5,joblib,4,5,cdist,2.8206204846064793,0.11003763646243969
5000,100,10,5,joblib,4,5,cdist,3.461054126403178,0.12558915893738257
5000,500,10,5,joblib,4,5,cdist,8.035392654599855,0.2240123527310805
5000,1000,10,5,joblib,4,5,cdist,17.066754843198577,0.38534049302656603
