n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,numba,4,5,cupy,4.8738331775995904,0.006813519474313571
5000,50,10,5,numba,4,5,cupy,4.913686186799896,0.010178980484822775
5000,100,10,5,numba,4,5,cupy,4.937798326199117,0.01946951148028867
5000,500,10,5,numba,4,5,cupy,5.035822179200477,0.03634241779326366
5000,1000,10,5,numba,4,5,cupy,5.048693973598711,0.02036348200947767
