n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,10,3,classic,4,5,cupy,3.8311030923985525,0.013369800824998973
5000,100,10,5,classic,4,5,cupy,6.311608875601086,0.014574330280654612
5000,100,10,7,classic,4,5,cupy,8.709965958600515,0.06955935851722451
5000,100,10,10,classic,4,5,cupy,12.656700738199287,0.01893142093619422
