n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,10,3,joblib,4,5,cdist,2.7845773606037256,0.17148724824876646
5000,100,10,5,joblib,4,5,cdist,3.4405907538020983,0.09039569599893145
5000,100,10,7,joblib,4,5,cdist,4.191112853598315,0.10650723883844265
5000,100,10,10,joblib,4,5,cdist,5.257905411202228,0.13126418189431222
