n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,5,5,joblib,4,5,cdist,2.729765083800885,0.2634930917589443
5000,100,10,5,joblib,4,5,cdist,3.71237876220257,0.37100387636303384
5000,100,15,5,joblib,4,5,cdist,4.328916497598402,0.15284131480231555
5000,100,20,5,joblib,4,5,cdist,5.17714993780246,0.17428692746925264
