n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,numba,4,5,cdist,5.161373179600924,0.13827419697791513
5000,50,10,5,numba,4,5,cdist,5.58324278719665,0.09324891582230976
5000,100,10,5,numba,4,5,cdist,6.090383818201372,0.09108289260924778
5000,500,10,5,numba,4,5,cdist,10.454762200400001,0.2670473230698515
5000,1000,10,5,numba,4,5,cdist,20.295921991599606,0.51380421117127
