n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,classic,4,5,cdist,6.801022362604272,0.15608667620201144
5000,50,10,5,classic,4,5,cdist,7.224235747399507,0.1376131154441645
5000,100,10,5,classic,4,5,cdist,7.456023553197156,0.05600039722751625
5000,500,10,5,classic,4,5,cdist,12.80643271599838,0.905428043283906
5000,1000,10,5,classic,4,5,cdist,23.078499779404957,1.252668694879427
