n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,threading,4,5,cupy,3.9281433550000657,0.44537634804394266
5000,50,10,5,threading,4,5,cupy,3.8546656351987623,0.18980526428949818
5000,100,10,5,threading,4,5,cupy,3.71954825159919,0.17532076220610116
5000,500,10,5,threading,4,5,cupy,3.4974932115990667,0.04632181063451058
5000,1000,10,5,threading,4,5,cupy,4.121822719002376,0.09661124617116972
