n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,100,10,3,numba,4,5,cupy,3.0057954484014773,0.007281661684286941
5000,100,10,5,numba,4,5,cupy,4.944665666198125,0.014256210872680891
5000,100,10,7,numba,4,5,cupy,6.842372195598728,0.022849382675836163
5000,100,10,10,numba,4,5,cupy,9.776482604796183,0.0265972528163741
