n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,threading,4,5,cdist,4.106949087596149,0.5463635141542287
5000,50,10,5,threading,4,5,cdist,4.432547180401161,0.6603638097728186
5000,100,10,5,threading,4,5,cdist,5.284249903800083,0.41893978635861523
5000,500,10,5,threading,4,5,cdist,9.109754548201455,0.3271068404935881
5000,1000,10,5,threading,4,5,cdist,15.324461175801115,0.18250039662164086
