n_space_points,space_dim,n_subsample_points,n_reruns_algo,method,n_workers,n_rerun_time,dist,time_mean,time_std
5000,10,10,5,joblib,4,5,cupy,2.329445537200081,0.03924661935656644
5000,50,10,5,joblib,4,5,cupy,2.2820948454012977,0.013620182696727037
5000,100,10,5,joblib,4,5,cupy,2.288603716400394,0.00939307156804003
5000,500,10,5,joblib,4,5,cupy,2.406862432799244,0.07337109188768713
5000,1000,10,5,joblib,4,5,cupy,2.4681477749996703,0.06774106334412237
